dept_title,oca_title,org_cost_acct,appropriation_amt,cur_doc_no,cur_doc_no_sfx,obj_lvl_3,obj_lvl_3_title,ESRI_OID
Public Works & Utilities,City Hall,130500,"1,000.00",BU740006,12,3801,"Appliances < $5,000 each",3102
Public Works & Utilities,City Hall,130500,"1,500.00",BU740006,13,3804,"Data processing equipment  < $5,000 each",3103
Public Works & Utilities,City Hall,130500,"1,000.00",BU740006,14,3805,Furniture & equipment <$5000 each,3104
Public Works & Utilities,City Hall,130500,"11,000.00",BU740006,15,3809,"Plumbing equipment < $5,000 each",3105
Public Works & Utilities,City Hall,130500,500.00,BU740006,16,3812,"Communication equipment < $5,000 each",3106
Public Works & Utilities,City Hall,130500,"1,654,515.00",BU740062,90,1100,Bi-weekly wages,3107
Public Works & Utilities,City Hall,130500,"24,504.00",BU740062,91,1101,Longevity,3108
Public Works & Utilities,City Hall,130500,"3,500.00",BU740062,92,1104,Shift differential,3109
Public Works & Utilities,City Hall,130500,"10,014.00",BU740062,93,1190,Accrual,3110
Public Works & Utilities,City Hall,130500,"25,360.00",BU740062,94,1200,Part time/seasonal,3111
Public Works & Utilities,City Hall,130500,"1,500.00",BU740062,95,1204,Clothing allowance,3112
Public Works & Utilities,City Hall,130500,"3,600.00",BU740062,96,1208,Cellular phone allowance,3113
Public Works & Utilities,City Hall,130500,"130,385.00",BU740062,97,1400,FICA,3114
Public Works & Utilities,City Hall,130500,"206,519.00",BU740062,98,1401,Employee pension,3115
Public Works & Utilities,City Hall,130500,"40,564.00",BU740062,99,1403,Workers compensation,3116
Public Works & Utilities,City Hall,130500,"3,409.00",BU740062,100,1404,Unemployment compensation,3117
Public Works & Utilities,City Hall,130500,"438,910.00",BU740063,1,1405,Group health insurance,3118
Public Works & Utilities,City Hall,130500,"6,618.00",BU740063,2,1406,Group life insurance,3119
Public Works & Utilities,City Hall,130500,"-,517,411.00",BU740063,3,1500,Planned savings,3120
Public Works & Utilities,City Hall,130500,"727,858.00",BU740063,4,2100,Electricity,3121
Public Works & Utilities,City Hall,130500,"12,645.00",BU740063,5,2102,Gas-Black Hills,3122
Public Works & Utilities,City Hall,130500,"23,496.00",BU740063,6,2104,Water,3123
Public Works & Utilities,City Hall,130500,"4,188.00",BU740063,7,2107,Trash service,3124
Public Works & Utilities,City Hall,130500,"4,788.00",BU740063,8,2200,PBX - line charges,3125
Public Works & Utilities,City Hall,130500,"5,235.00",BU740063,9,2201,PBX - instrument charges,3126
Public Works & Utilities,City Hall,130500,100.00,BU740063,10,2202,Moves and changes,3127
Public Works & Utilities,City Hall,130500,275.00,BU740063,11,2203,Long distance service,3128
Public Works & Utilities,City Hall,130500,288.00,BU740063,12,2206,Pagers and mobile phones,3129
Public Works & Utilities,City Hall,130500,200.00,BU740063,13,2207,Postage - regular,3130
Public Works & Utilities,City Hall,130500,60.00,BU740063,14,2211,Express mail,3131
Public Works & Utilities,City Hall,130500,"1,000.00",BU740006,18,3901,Custodial supplies,3132
Public Works & Utilities,City Hall,130500,150.00,BU740006,19,3903,Food supplies,3133
Public Works & Utilities,City Hall,130500,75.00,BU740006,20,3999,Other commodities,3134
Public Works & Utilities,City Hall,130500,"1,000.00",BU740047,6,3101,Computer/printer supplies,3135
Public Works & Utilities,Architectural Services,130508,"-,174,147.00",BU740006,24,1199,Other,3136
Public Works & Utilities,Architectural Services,130508,600.00,BU740006,25,1208,Cellular phone allowance,3137
Public Works & Utilities,Architectural Services,130508,"22,335.00",BU740006,26,1400,FICA,3138
Public Works & Utilities,Architectural Services,130508,"35,911.00",BU740006,27,1401,Employee pension,3139
Public Works & Utilities,Architectural Services,130508,"6,949.00",BU740006,28,1403,Workers compensation,3140
Public Works & Utilities,Architectural Services,130508,584.00,BU740006,29,1404,Unemployment compensation,3141
Public Works & Utilities,Architectural Services,130508,"49,859.00",BU740006,30,1405,Group health insurance,3142
Public Works & Utilities,Architectural Services,130508,"1,161.00",BU740006,31,1406,Group life insurance,3143
Public Works & Utilities,Architectural Services,130508,"-43,537.00",BU740006,32,1499,Employee benefits in aggregate,3144
Public Works & Utilities,Architectural Services,130508,342.00,BU740006,33,2200,PBX - line charges,3145
Public Works & Utilities,Architectural Services,130508,750.00,BU740006,34,2201,PBX - instrument charges,3146
Public Works & Utilities,Architectural Services,130508,252.00,BU740006,35,2216,Voice mail,3147
Public Works & Utilities,Architectural Services,130508,"25,000.00",BU740006,36,2511,Architecture,3148
Public Works & Utilities,Architectural Services,130508,"4,559.00",BU740006,37,2600,Data center charges,3149
Public Works & Utilities,Architectural Services,130508,200.00,BU740006,38,2701,Motor pool-unscheduled charges,3150
Public Works & Utilities,Architectural Services,130508,400.00,BU740006,39,2917,Printing and copying,3151
Public Works & Utilities,Architectural Services,130508,"4,000.00",BU740006,40,3700,Building parts and materials,3152
Public Works & Utilities,Architectural Services,130508,"290,245.00",BU740006,21,1100,Bi-weekly wages,3153
Public Works & Utilities,Architectural Services,130508,"1,716.00",BU740006,22,1101,Longevity,3154
Public Works & Utilities,Architectural Services,130508,219.00,BU740006,23,1190,Accrual,3155
Public Works & Utilities,Mid-America All Indian Center,130518,"2,756.00",BU740017,71,1400,FICA,3156
Public Works & Utilities,Mid-America All Indian Center,130518,"4,430.00",BU740017,72,1401,Employee pension,3157
Public Works & Utilities,Mid-America All Indian Center,130518,857.00,BU740017,73,1403,Workers compensation,3158
Public Works & Utilities,Mid-America All Indian Center,130518,72.00,BU740017,74,1404,Unemployment compensation,3159
Public Works & Utilities,Mid-America All Indian Center,130518,"5,429.00",BU740017,75,1405,Group health insurance,3160
Public Works & Utilities,Mid-America All Indian Center,130518,140.00,BU740017,76,1406,Group life insurance,3161
Public Works & Utilities,Mid-America All Indian Center,130518,90.00,BU740017,77,2599,Other professional services,3162
Public Works & Utilities,Mid-America All Indian Center,130518,100.00,BU740017,78,2708,Uniform rental service,3163
Public Works & Utilities,Mid-America All Indian Center,130518,"2,855.00",BU740017,79,2803,Maintenance - buildings,3164
Public Works & Utilities,Mid-America All Indian Center,130518,50.00,BU740017,80,2804,Pest control services,3165
Public Works & Utilities,Mid-America All Indian Center,130518,"1,250.00",BU740017,81,3403,Electrical,3166
Public Works & Utilities,Mid-America All Indian Center,130518,"35,000.00",BU740006,41,1100,Bi-weekly wages,3167
Public Works & Utilities,Mid-America All Indian Center,130518,"1,020.00",BU740006,42,1101,Longevity,3168
Public Works & Utilities,Mid-America All Indian Center,130518,194.00,BU740006,43,1190,Accrual,3169
Public Works & Utilities,Mid-America All Indian Center,130518,"4,500.00",BU740017,82,3499,Other equipment parts,3170
Public Works & Utilities,Mid-America All Indian Center,130518,75.00,BU740017,83,3500,Materials,3171
Public Works & Utilities,Mid-America All Indian Center,130518,"3,000.00",BU740017,84,3700,Building parts and materials,3172
Public Works & Utilities,Mid-America All Indian Center,130518,600.00,BU740017,85,3809,"Plumbing equipment < $5,000 each",3173
Public Works & Utilities,Art Museum,130526,340.00,BU740017,86,2401,Vehicle liability,3174
Public Works & Utilities,Art Museum,130526,"2,000.00",BU740017,87,2705,Outside services,3175
Public Works & Utilities,Art Museum,130526,"22,500.00",BU740017,89,2803,Maintenance - buildings,3176
Public Works & Utilities,Art Museum,130526,"4,000.00",BU740075,63,2806,Security/Fire services,3177
Public Works & Utilities,Art Museum,130526,75.00,BU740075,64,2899,Other building/grounds charges,3178
Public Works & Utilities,Art Museum,130526,"1,100.00",BU740075,65,3301,Industrial chemicals,3179
Public Works & Utilities,Art Museum,130526,"9,500.00",BU740075,66,3403,Electrical,3180
Public Works & Utilities,Art Museum,130526,"30,000.00",BU740075,67,3499,Other equipment parts,3181
Public Works & Utilities,Art Museum,130526,600.00,BU740075,68,3500,Materials,3182
Public Works & Utilities,Art Museum,130526,"7,000.00",BU740075,69,3700,Building parts and materials,3183
Public Works & Utilities,Art Museum,130526,"2,500.00",BU740075,70,3800,"Non-capital shop equipment < $5,000 each",3184
Public Works & Utilities,Art Museum,130526,"4,000.00",BU740075,71,3809,"Plumbing equipment < $5,000 each",3185
Public Works & Utilities,Library Maintenance,130534,"1,000.00",BU740075,72,2705,Outside services,3186
Public Works & Utilities,Library Maintenance,130534,"50,000.00",BU740075,73,2803,Maintenance - buildings,3187
Public Works & Utilities,Library Maintenance,130534,800.00,BU740075,74,2804,Pest control services,3188
Public Works & Utilities,Library Maintenance,130534,"115,000.00",BU740075,75,2805,Janitorial services,3189
Public Works & Utilities,Library Maintenance,130534,100.00,BU740075,76,2899,Other building/grounds charges,3190
Public Works & Utilities,Library Maintenance,130534,350.00,BU740075,77,3400,Equipment parts and supplies,3191
Public Works & Utilities,Library Maintenance,130534,"7,500.00",BU740075,78,3403,Electrical,3192
Public Works & Utilities,Library Maintenance,130534,"17,500.00",BU740075,79,3499,Other equipment parts,3193
Public Works & Utilities,Library Maintenance,130534,400.00,BU740075,80,3500,Materials,3194
Public Works & Utilities,Library Maintenance,130534,"10,000.00",BU740075,81,3700,Building parts and materials,3195
Public Works & Utilities,Library Maintenance,130534,"1,750.00",BU740075,82,3809,"Plumbing equipment < $5,000 each",3196
Public Works & Utilities,Historic Museum,130542,140.00,BU740030,46,2899,Other building/grounds charges,3197
Public Works & Utilities,Historic Museum,130542,600.00,BU740030,45,2803,Maintenance - buildings,3198
Public Works & Utilities,Historic Museum,130542,330.00,BU740030,47,3399,Other chemicals,3199
Public Works & Utilities,Historic Museum,130542,300.00,BU740030,48,3400,Equipment parts and supplies,3200
Public Works & Utilities,Historic Museum,130542,500.00,BU740030,49,3403,Electrical,3201
Public Works & Utilities,Historic Museum,130542,"2,000.00",BU740030,50,3700,Building parts and materials,3202
Public Works & Utilities,Historic Museum,130542,100.00,BU740030,51,3809,"Plumbing equipment < $5,000 each",3203
Public Works & Utilities,Century II Maintenance,130559,"263,113.00",BU740030,52,1100,Bi-weekly wages,3204
Public Works & Utilities,Century II Maintenance,130559,"7,680.00",BU740030,53,1101,Longevity,3205
Public Works & Utilities,Century II Maintenance,130559,"1,573.00",BU740030,54,1190,Accrual,3206
Public Works & Utilities,Century II Maintenance,130559,150.00,BU740030,55,1204,Clothing allowance,3207
Public Works & Utilities,Century II Maintenance,130559,"20,716.00",BU740030,56,1400,FICA,3208
Public Works & Utilities,Century II Maintenance,130559,"33,308.00",BU740030,57,1401,Employee pension,3209
Public Works & Utilities,Century II Maintenance,130559,"6,445.00",BU740030,58,1403,Workers compensation,3210
Public Works & Utilities,Century II Maintenance,130559,542.00,BU740030,59,1404,Unemployment compensation,3211
Public Works & Utilities,Century II Maintenance,130559,"59,600.00",BU740030,60,1405,Group health insurance,3212
Public Works & Utilities,Century II Maintenance,130559,"1,052.00",BU740030,61,1406,Group life insurance,3213
Public Works & Utilities,Century II Maintenance,130559,228.00,BU740030,62,2200,PBX - line charges,3214
Public Works & Utilities,Century II Maintenance,130559,150.00,BU740030,63,2201,PBX - instrument charges,3215
Public Works & Utilities,Century II Maintenance,130559,48.00,BU740030,64,2206,Pagers and mobile phones,3216
Public Works & Utilities,Century II Maintenance,130559,"78,415.00",BU740030,65,2400,Building and contents insurance,3217
Public Works & Utilities,Century II Maintenance,130559,"3,848.00",BU740030,66,2600,Data center charges,3218
Public Works & Utilities,Century II Maintenance,130559,"2,160.00",BU740030,67,2700,Motor pool - scheduled charges,3219
Public Works & Utilities,Century II Maintenance,130559,"4,000.00",BU740030,68,2705,Outside services,3220
Public Works & Utilities,Century II Maintenance,130559,800.00,BU740030,69,2708,Uniform rental service,3221
Public Works & Utilities,Century II Maintenance,130559,"60,000.00",BU740030,70,2803,Maintenance - buildings,3222
Public Works & Utilities,Century II Maintenance,130559,500.00,BU740030,71,2804,Pest control services,3223
Public Works & Utilities,Century II Maintenance,130559,150.00,BU740030,72,2899,Other building/grounds charges,3224
Public Works & Utilities,Century II Maintenance,130559,40.00,BU740030,73,2917,Printing and copying,3225
Public Works & Utilities,Century II Maintenance,130559,"3,000.00",BU740030,74,3399,Other chemicals,3226
Public Works & Utilities,Century II Maintenance,130559,"1,250.00",BU740030,75,3400,Equipment parts and supplies,3227
Public Works & Utilities,Century II Maintenance,130559,"12,500.00",BU740030,76,3403,Electrical,3228
Public Works & Utilities,Century II Maintenance,130559,254.00,BU740030,77,3405,Fuel,3229
Public Works & Utilities,Century II Maintenance,130559,150.00,BU740030,78,3406,Safety/security equipment,3230
Public Works & Utilities,Century II Maintenance,130559,"66,000.00",BU740030,79,3499,Other equipment parts,3231
Public Works & Utilities,Century II Maintenance,130559,650.00,BU740030,80,3500,Materials,3232
Public Works & Utilities,Century II Maintenance,130559,100.00,BU740030,81,3599,Other materials,3233
Public Works & Utilities,Century II Maintenance,130559,"16,000.00",BU740030,82,3700,Building parts and materials,3234
Public Works & Utilities,Century II Maintenance,130559,"1,000.00",BU740030,83,3800,"Non-capital shop equipment < $5,000 each",3235
