budget_year,account_type,department,fund_code,account_category,amount,fund_type
2017,Expense,Public Works & Utilities,2301,,7.5,100
2017,Expense,Public Works & Utilities,2302,,2.5,100
2017,Expense,Public Works & Utilities,2303,,2.5,100
2017,Expense,Public Works & Utilities,2399,,2,100
2017,Expense,Public Works & Utilities,2401,,28.7,100
2017,Expense,Public Works & Utilities,2599,,1,100
2017,Expense,Public Works & Utilities,2600,,80.48,100
2017,Expense,Public Works & Utilities,2601,,8,100
2017,Expense,Park,1500,,1421.92,100
2017,Expense,Park,2100,,1069.4,100
2017,Expense,Park,2104,,1355.94,100
2017,Expense,Park,2107,,52,100
2017,Expense,Park,2199,,3.85,100
2017,Expense,Park,2211,,0.2,100
2017,Expense,Park,2215,,7.44,100
2017,Expense,Park,2299,,1.1,100
2017,Expense,Park,2401,,11,100
2017,Expense,Park,2600,,24.26,100
2017,Expense,Park,2700,,853.2,100
2017,Expense,Park,2916,,0.15,100
2017,Expense,Park,2917,,0.75,100
2017,Expense,Park,2999,,21.88,100
2017,Expense,Park,3103,,1.3,100
2017,Expense,Park,3399,,58.18,100
2017,Expense,Park,3400,,19,100
2017,Expense,Park,3405,,167.78,100
2017,Expense,Park,3499,,30,100
2017,Expense,Park,3500,,14.82,100
2017,Expense,Park,3599,,151,100
2017,Expense,Park,3700,,6,100
2017,Expense,Park,3800,,1.98,100
2017,Expense,Park,2200,,3.42,100
2017,Expense,Park,2201,,2.25,100
2017,Expense,Park,2215,,18.6,100
2017,Expense,Park,2399,,20,100
2017,Expense,Park,2500,,30,100
2017,Expense,Police Department,1204,,6.5,100
2017,Expense,Police Department,1400,,137.31,100
2017,Expense,Police Department,1401,,186.73,100
2017,Expense,Police Department,1403,,33.25,100
2017,Expense,Police Department,1404,,3.59,100
2017,Expense,Police Department,1405,,324.94,100
2017,Expense,Police Department,1406,,5.93,100
2017,Expense,Police Department,2200,,9.12,100
2017,Expense,Police Department,2201,,17.7,100
2017,Expense,Police Department,2203,,4.3,100
2017,Expense,Police Department,2207,,80,100
2017,Expense,Police Department,2216,,0.84,100
2017,Expense,Police Department,2600,,178.23,100
2017,Expense,Police Department,2700,,156,100
2017,Expense,Police Department,2917,,33.5,100
2017,Expense,Police Department,3103,,17,100
2017,Expense,Police Department,3405,,14.63,100
2017,Expense,Housing & Community Services,1100,,1877.55,100
2017,Expense,Housing & Community Services,1199,,149.91,100
2017,Expense,Housing & Community Services,1204,,1.5,100
2017,Expense,Housing & Community Services,1205,,24,100
2017,Expense,Housing & Community Services,1208,,6,100
2017,Expense,Housing & Community Services,1400,,111.86,100
2017,Expense,Housing & Community Services,1401,,212.5,100
2017,Expense,Housing & Community Services,1403,,19.43,100
2017,Expense,Housing & Community Services,1404,,3.45,100
2017,Expense,Housing & Community Services,1405,,173.65,100
2017,Expense,Housing & Community Services,1406,,7.51,100
2017,Expense,Airport,2217,,34,500
2017,Expense,Housing & Community Services,2308,,30,100
2017,Expense,Police Department,3902,,95.2,100
2017,Expense,Department of Finance,2900,,309.05,620
2017,Expense,Metro Area Bldg & Construction,2507,,12.07,235
2017,Expense,Metro Area Bldg & Construction,2700,,771.6,235
2017,Expense,Metro Area Bldg & Construction,2900,,2201.98,235
2017,Expense,Metro Area Bldg & Construction,3405,,272.66,235
2017,Expense,Metro Area Bldg & Construction,5300,,14000,235
2017,Expense,Metro Area Bldg & Construction,5333,,156.58,235
2017,Expense,Metro Area Bldg & Construction,1100,,8092.93,235
2017,Expense,Metro Area Bldg & Construction,1101,,126,235
2017,Expense,Metro Area Bldg & Construction,1190,,52.84,235
2017,Expense,Metro Area Bldg & Construction,1199,,1145.5,235
2017,Expense,Metro Area Bldg & Construction,1204,,18,235
2017,Expense,Metro Area Bldg & Construction,1208,,6,235
2017,Expense,Metro Area Bldg & Construction,1400,,541.12,235
2017,Expense,Metro Area Bldg & Construction,1401,,870.03,235
2017,Expense,Metro Area Bldg & Construction,1403,,105.22,235
2017,Expense,Metro Area Bldg & Construction,1404,,14.14,235
2017,Expense,Metro Area Bldg & Construction,1405,,1509.67,235
2017,Expense,Metro Area Bldg & Construction,1406,,32.37,235
2017,Expense,Metro Area Bldg & Construction,2207,,70,235
2017,Expense,Metro Area Bldg & Construction,2302,,99,235
2017,Expense,Metro Area Bldg & Construction,2401,,35.3,235
2017,Expense,Metro Area Bldg & Construction,2500,,5,235
2017,Expense,Metro Area Bldg & Construction,2505,,407.8,235
2017,Expense,Metro Area Bldg & Construction,2700,,628.8,235
2017,Expense,Police Department,3999,,174.5,100
2017,Expense,Police Department,5300,,300,100
2017,Expense,Police Department,2100,,55,100
2017,Expense,Police Department,2101,,40,100
2017,Expense,Police Department,2104,,9.7,100
2017,Expense,Police Department,2107,,12,100
2017,Expense,Police Department,2203,,0.5,100
2017,Expense,Airport,2505,,2137.9,500
2017,Expense,Airport,2507,,60,500
2017,Expense,Airport,2509,,50,500
2017,Expense,Airport,2510,,50,500
2017,Expense,Airport,2600,,4029.15,500
2017,Expense,Airport,2601,,795.2,500
2017,Expense,Airport,2702,,32,500
2017,Expense,Airport,2705,,20,500
2017,Expense,Airport,2706,,2,500
2017,Expense,Airport,2900,,2332.87,500
2017,Expense,Airport,2902,,309.5,500
2017,Expense,Airport,2905,,28.75,500
2017,Expense,Airport,2906,,345.95,500
2017,Expense,Airport,2916,,7.5,500
2017,Expense,Airport,2917,,100,500
2017,Expense,Airport,2999,,316.6,500
2017,Expense,Airport,3101,,113.6,500
2017,Expense,Airport,3103,,60,500
2017,Expense,Airport,2902,,6.5,500
2017,Expense,Airport,2917,,6,500
2017,Expense,Airport,2999,,5,500
2017,Expense,Airport,3103,,4,500
2017,Expense,Airport,3200,,60,500
2017,Expense,Airport,3301,,1337,500
2017,Expense,Airport,3400,,835.3,500
2017,Expense,Airport,3402,,287.5,500
2017,Expense,Airport,3405,,1610,500
2017,Expense,Airport,3406,,60,500
2017,Expense,Airport,3421,,240,500
2017,Expense,Airport,3500,,962,500
2017,Expense,Airport,3800,,65,500
2017,Expense,Park,3901,,0.53,100
2017,Expense,Park,3902,,0.53,100
2017,Expense,Park,3999,,21.33,100
2017,Expense,Public Works & Utilities,1180,,7587.13,540
2017,Expense,Public Works & Utilities,2707,,0.4,100
2017,Expense,Public Works & Utilities,2511,,200,540
2017,Expense,Park,3301,,85.33,100
2017,Expense,Airport,3199,,19.5,500
2017,Expense,Public Works & Utilities,1190,,42.73,540
2017,Expense,Public Works & Utilities,1199,,19.86,540
2017,Expense,Public Works & Utilities,1200,,175,540
2017,Expense,Public Works & Utilities,1204,,13.5,540
2017,Expense,Public Works & Utilities,1205,,24,540
2017,Expense,Public Works & Utilities,1208,,48,540
2017,Expense,Public Works & Utilities,1400,,650.75,540
2017,Expense,Public Works & Utilities,1401,,1046.31,540
2017,Expense,Public Works & Utilities,1403,,263.7,540
2017,Expense,Public Works & Utilities,1404,,17.01,540
2017,Expense,Public Works & Utilities,1405,,1678.99,540
2017,Expense,Public Works & Utilities,1406,,33.22,540
2017,Expense,Public Works & Utilities,1499,,6.43,540
2017,Expense,Public Works & Utilities,2200,,9.12,540
2017,Expense,Public Works & Utilities,2201,,13.5,540
2017,Expense,Public Works & Utilities,2203,,0.7,540
2017,Expense,Public Works & Utilities,2207,,0.1,540
2017,Expense,Public Works & Utilities,2214,,8.4,540
2017,Expense,Public Works & Utilities,2216,,4.2,540
2017,Expense,Public Works & Utilities,4611,,680,560
2017,Expense,Public Works & Utilities,5200,,29537.86,560
2017,Expense,Public Works & Utilities,5203,,7650.71,560
2017,Expense,Public Works & Utilities,5300,,1000,560
2017,Expense,Public Works & Utilities,5333,,46500,560
2017,Expense,Public Works & Utilities,2505,,6000,560
2017,Expense,Public Works & Utilities,1100,,7851.84,265
2017,Expense,Public Works & Utilities,1101,,182.28,265
2017,Expense,Public Works & Utilities,2708,,50,100
2017,Expense,Public Works & Utilities,1400,,81.84,100
2017,Expense,Public Works & Utilities,1401,,131.58,100
2017,Expense,Public Works & Utilities,1403,,28.79,100
2017,Expense,Public Works & Utilities,1404,,2.14,100
2017,Expense,Public Works & Utilities,1405,,108.59,100
2017,Expense,Public Works & Utilities,1406,,4.22,100
2017,Expense,Public Works & Utilities,2200,,2.28,100
2017,Expense,Public Works & Utilities,2201,,3,100
2017,Expense,Public Works & Utilities,2203,,1,100
2017,Expense,Public Works & Utilities,2207,,10,100
2017,Expense,Public Works & Utilities,2214,,8.4,100
2017,Expense,Public Works & Utilities,2216,,1.68,100
2017,Expense,Public Works & Utilities,2301,,2.5,100
2017,Expense,Public Works & Utilities,2302,,2.5,100
2017,Expense,Public Works & Utilities,2303,,1,100
2017,Expense,Public Works & Utilities,2401,,14.4,100
2017,Expense,Public Works & Utilities,2502,,5,100
2017,Expense,CMO - Cultural Arts Division,3899,,100,100
2017,Expense,CMO - Cultural Arts Division,3901,,350,100
2017,Expense,CMO - Cultural Arts Division,3902,,5,100
2017,Expense,CMO - Cultural Arts Division,3903,,10,100
2017,Expense,CMO - Cultural Arts Division,3999,,70,100
2017,Expense,CMO - Cultural Arts Division,5400,,50,100
2017,Expense,CMO - Cultural Arts Division,1100,,1550.16,100
2017,Expense,CMO - Cultural Arts Division,1101,,4.08,100
2017,Expense,CMO - Cultural Arts Division,1190,,21,100
2017,Expense,CMO - Cultural Arts Division,1200,,600,100
2017,Expense,Public Works & Utilities,2599,,12000,540
2017,Expense,Public Works & Utilities,2600,,561.36,540
2017,Expense,Public Works & Utilities,2601,,360,540
2017,Expense,Public Works & Utilities,2700,,1173.6,540
2017,Expense,Public Works & Utilities,2701,,8.5,540
2017,Expense,Public Works & Utilities,2703,,135,540
2017,Expense,Public Works & Utilities,2705,,35,540
2017,Expense,Public Works & Utilities,2902,,1.3,540
2017,Expense,Public Works & Utilities,2904,,4,540
2017,Expense,Public Works & Utilities,2906,,20,540
2017,Expense,Public Works & Utilities,2916,,450,540
2017,Expense,Public Works & Utilities,2917,,50,540
2017,Expense,Public Works & Utilities,2922,,1.1,540
2017,Expense,Public Works & Utilities,2999,,120,540
2017,Expense,Public Works & Utilities,3101,,44,540
2017,Expense,Public Works & Utilities,3103,,53,540
2017,Expense,Public Works & Utilities,3200,,22,540
2017,Expense,Public Works & Utilities,3400,,6,540
2017,Expense,Public Works & Utilities,3404,,5,540
2017,Expense,Public Works & Utilities,3405,,372.24,540
2017,Expense,Public Works & Utilities,3499,,181,540
2017,Expense,Public Works & Utilities,3804,,54,540
2017,Expense,Public Works & Utilities,3815,,5.5,540
2017,Expense,Public Works & Utilities,3899,,25,540
2017,Expense,Public Works & Utilities,3903,,3,540
2017,Expense,Public Works & Utilities,3904,,1.5,540
2017,Expense,Public Works & Utilities,4502,,400,540
2017,Expense,Public Works & Utilities,4609,,1850,540
2017,Expense,Park,3901,,0.54,100
2017,Expense,Public Works & Utilities,1100,,30045.03,100
2017,Expense,Public Works & Utilities,1190,,41.45,265
2017,Expense,Park,3902,,0.53,100
2017,Expense,Park,3999,,5.33,100
2017,Expense,Park,5400,,12.3,100
2017,Expense,Park,1200,,362.7,100
2017,Expense,Park,1400,,27.75,100
2017,Expense,Park,1403,,7.89,100
2017,Expense,Park,1404,,0.73,100
2017,Expense,Department of Finance,2906,,2.5,620
2017,Expense,Department of Finance,2917,,55,620
2017,Expense,Department of Finance,2922,,2,620
2017,Expense,Department of Finance,3101,,60,620
2017,Expense,Department of Finance,3103,,14,620
2017,Expense,Department of Finance,3400,,1,620
2017,Expense,Department of Finance,3903,,8.5,620
2017,Expense,Department of Finance,4401,,100,620
2017,Expense,Department of Finance,5303,,1800,620
2017,Expense,Department of Finance,1100,,1012.81,620
2017,Expense,Department of Finance,1101,,12.6,620
2017,Expense,Department of Finance,1190,,6.01,620
2017,Expense,Department of Finance,1400,,78.44,620
2017,Expense,Department of Finance,1401,,126.13,620
2017,Expense,Department of Finance,1403,,6.46,620
2017,Expense,Department of Finance,1404,,2.05,620
2017,Expense,Department of Finance,1405,,162.47,620
2017,Expense,Department of Finance,1406,,4.05,620
2017,Expense,Department of Finance,2200,,3.42,620
2017,Expense,Department of Finance,2201,,10.5,620
2017,Expense,Department of Finance,2203,,2,620
2017,Expense,Public Works & Utilities,1101,,367.2,100
2017,Expense,Public Works & Utilities,1104,,5,100
2017,Expense,Public Works & Utilities,1190,,143.85,100
2017,Expense,Public Works & Utilities,1199,,848.14,100
2017,Expense,Public Works & Utilities,1204,,103.5,100
2017,Expense,Public Works & Utilities,1208,,36,100
2017,Expense,Public Works & Utilities,1400,,2326.54,100
2017,Expense,Public Works & Utilities,1401,,3740.71,100
2017,Expense,Public Works & Utilities,1403,,723.81,100
2017,Expense,Public Works & Utilities,1404,,60.82,100
2017,Expense,Public Works & Utilities,1405,,9191.91,100
2017,Expense,Public Works & Utilities,1406,,120.18,100
2017,Expense,Public Works & Utilities,1403,,78.21,100
2017,Expense,Public Works & Utilities,1404,,6.57,100
2017,Expense,Public Works & Utilities,1405,,804.67,100
2017,Expense,Public Works & Utilities,1406,,13.03,100
2017,Expense,Public Works & Utilities,2200,,5.7,100
2017,Expense,Public Works & Utilities,2201,,11.7,100
2017,Expense,Public Works & Utilities,2203,,1.5,100
2017,Expense,Public Works & Utilities,2207,,0.25,100
2017,Expense,Public Works & Utilities,2211,,0.15,100
2017,Expense,Public Works & Utilities,2216,,3.36,100
2017,Expense,Public Works & Utilities,2301,,6,100
2017,Expense,CMO - Cultural Arts Division,2906,,5,100
2017,Expense,CMO - Cultural Arts Division,2917,,15,100
2017,Expense,CMO - Cultural Arts Division,3101,,25,100
2017,Expense,CMO - Cultural Arts Division,3103,,25,100
2017,Expense,CMO - Cultural Arts Division,3199,,100,100
2017,Expense,CMO - Cultural Arts Division,3200,,5,100
2017,Expense,Public Works & Utilities,1100,,6927.86,100
2017,Expense,Public Works & Utilities,1101,,76.32,100
2017,Expense,Public Works & Utilities,1190,,40.27,100
2017,Expense,Public Works & Utilities,1199,,5475.05,100
2017,Expense,Public Works & Utilities,1205,,24,100
2017,Expense,Public Works & Utilities,1208,,18,100
2017,Expense,Public Works & Utilities,1400,,510.06,100
2017,Expense,Public Works & Utilities,1401,,861.52,100
2017,Expense,Public Works & Utilities,1180,,21550.56,530
2017,Expense,Public Works & Utilities,1199,,1012.9,530
2017,Expense,Public Works & Utilities,1499,,327.82,530
2017,Expense,Public Works & Utilities,2400,,1581.89,530
2017,Expense,Public Works & Utilities,2401,,247.1,530
2017,Expense,Public Works & Utilities,2503,,1000,530
2017,Expense,Public Works & Utilities,2505,,250,530
2017,Expense,Public Works & Utilities,2506,,275,530
2017,Expense,Public Works & Utilities,2507,,135,530
2017,Expense,Public Works & Utilities,2600,,3412.05,530
2017,Expense,Public Works & Utilities,2801,,489.5,530
2017,Expense,Public Works & Utilities,2900,,3054.16,530
2017,Expense,Public Works & Utilities,3800,,27,540
2017,Expense,Public Works & Utilities,3804,,1.6,540
2017,Expense,Public Works & Utilities,2503,,600,540
2017,Expense,Public Works & Utilities,2505,,250,540
2017,Expense,Public Works & Utilities,2902,,3,540
2017,Expense,Public Works & Utilities,3418,,50,540
2017,Expense,Public Works & Utilities,5308,,220.12,540
2017,Expense,Public Works & Utilities,1100,,8328.14,540
2017,Expense,Public Works & Utilities,1101,,147.6,540
2017,Expense,Public Works & Utilities,1180,,4164.07,540
2017,Expense,Public Works & Utilities,1190,,51.24,540
2017,Expense,Public Works & Utilities,1199,,400.08,540
2017,Expense,Public Works & Utilities,1400,,648.39,540
2017,Expense,Public Works & Utilities,1401,,1042.52,540
2017,Expense,Public Works & Utilities,1403,,262.75,540
2017,Expense,Public Works & Utilities,1404,,16.95,540
2017,Expense,Fire Department,1206,,500,100
2017,Expense,Fire Department,1300,,890,100
2017,Expense,Fire Department,1303,,4092.11,100
2017,Expense,Fire Department,1400,,1221.66,100
2017,Expense,Public Works & Utilities,1403,,166.7,100
2017,Expense,Public Works & Utilities,1405,,1845.38,540
2017,Expense,Airport,2206,,0.96,500
2017,Expense,Airport,2207,,0.3,500
2017,Expense,Airport,2211,,1,500
2017,Expense,Airport,2212,,7.5,500
2017,Expense,Airport,2214,,4.2,500
2017,Expense,Airport,2300,,2,500
2017,Expense,Airport,2301,,36,500
2017,Expense,Airport,2302,,30,500
2017,Expense,Airport,2303,,15,500
2017,Expense,Airport,2308,,36,500
2017,Expense,Airport,2399,,10,500
2017,Expense,Airport,2500,,1.5,500
2017,Expense,Airport,2501,,2,500
2017,Expense,Airport,2502,,2.5,500
2017,Expense,Airport,2505,,3320,500
2017,Expense,Airport,2515,,19,500
2017,Expense,Airport,2600,,88.81,500
2017,Expense,Airport,2702,,5,500
2017,Expense,Airport,2703,,140,500
2017,Expense,Airport,2705,,14,500
2017,Expense,Airport,2706,,4,500
2017,Expense,Airport,2707,,5,500
2017,Expense,Public Works & Utilities,1404,,14.01,100
2017,Expense,City Manager,3800,,50,238
2017,Expense,City Manager,2100,,240,238
2017,Expense,City Manager,2101,,4,238
2017,Expense,City Manager,2104,,89,238
2017,Expense,City Manager,2204,,5.52,238
2017,Expense,City Manager,2400,,296.76,238
2017,Expense,City Manager,2599,,50,238
2017,Expense,City Manager,2802,,19.44,238
2017,Expense,City Manager,2803,,59.4,238
2017,Expense,City Manager,2805,,111,238
2017,Expense,City Manager,3700,,120,238
2017,Expense,City Manager,2100,,240,238
2017,Expense,City Manager,2104,,13.2,238
2017,Expense,City Manager,2204,,5.52,238
2017,Expense,City Manager,2400,,84.88,238
2017,Expense,City Manager,2505,,300,238
2017,Expense,City Manager,2540,,658,238
2017,Expense,City Manager,2806,,3.24,238
2017,Expense,City Manager,2916,,0.4,238
2017,Expense,City Manager,3702,,120,238
2017,Expense,City Manager,2100,,320,238
2017,Expense,City Manager,2101,,8,238
2017,Expense,City Manager,2104,,174.22,238
2017,Expense,City Manager,2204,,5.52,238
2017,Expense,City Manager,2400,,265.59,238
2017,Expense,City Manager,2599,,398,238
2017,Expense,City Manager,2802,,120,238
2017,Expense,Public Works & Utilities,1406,,33.31,540
2017,Expense,Public Works & Utilities,1499,,105.29,540
2017,Expense,Public Works & Utilities,2200,,83.64,540
2017,Expense,Public Works & Utilities,2201,,57.6,540
2017,Expense,Public Works & Utilities,2203,,4.5,540
2017,Expense,Public Works & Utilities,2207,,10000,540
2017,Expense,Public Works & Utilities,2214,,4.2,540
2017,Expense,Public Works & Utilities,2215,,7.44,540
2017,Expense,Public Works & Utilities,2216,,3.36,540
2017,Expense,Public Works & Utilities,2218,,10.71,540
2017,Expense,Public Works & Utilities,2301,,35,540
2017,Expense,Public Works & Utilities,2302,,25,540
2017,Expense,Public Works & Utilities,2303,,7.5,540
