OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
4040,600,Information Technology Fund,BU740028,32,6,Information Tech/Info Services,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3812,"Communication equipment < $5,000 each",60008,IT/IS Telecommunications,5000
4041,100,General Fund,BU740028,33,7,Fire Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,70004,Fire administration,516961
4042,100,General Fund,BU740028,34,7,Fire Department,1,Personnel services,110,Regular salaries,1101,Longevity,70004,Fire administration,5916
4043,100,General Fund,BU740028,35,7,Fire Department,1,Personnel services,110,Regular salaries,1190,Accrual,70004,Fire administration,3105
4044,100,General Fund,BU740028,36,7,Fire Department,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,70004,Fire administration,2400
4045,100,General Fund,BU740028,37,7,Fire Department,1,Personnel services,140,Employee benefits,1400,FICA,70004,Fire administration,9367
4046,100,General Fund,BU740028,38,7,Fire Department,1,Personnel services,140,Employee benefits,1401,Employee pension,70004,Fire administration,3540
4047,100,General Fund,BU740028,39,7,Fire Department,1,Personnel services,140,Employee benefits,1402,Police and fire pension,70004,Fire administration,94867
4048,100,General Fund,BU740028,40,7,Fire Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,70004,Fire administration,17257
4049,100,General Fund,BU740028,41,7,Fire Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,70004,Fire administration,1046
4050,100,General Fund,BU740028,42,7,Fire Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,70004,Fire administration,63662
4051,100,General Fund,BU740028,43,7,Fire Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,70004,Fire administration,2068
4052,100,General Fund,BU740028,44,7,Fire Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,70102,A Shift,7817205
4053,100,General Fund,BU740028,45,7,Fire Department,1,Personnel services,110,Regular salaries,1101,Longevity,70102,A Shift,106752
4054,100,General Fund,BU740028,46,7,Fire Department,1,Personnel services,110,Regular salaries,1102,Education pay,70102,A Shift,27900
4055,100,General Fund,BU740028,47,7,Fire Department,1,Personnel services,110,Regular salaries,1105,Hazard duty pay,70102,A Shift,27500
4056,100,General Fund,BU740028,48,7,Fire Department,1,Personnel services,110,Regular salaries,1190,Accrual,70102,A Shift,53966
4057,100,General Fund,BU740028,49,7,Fire Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,70102,A Shift,85600
4058,100,General Fund,BU740028,50,7,Fire Department,1,Personnel services,120,Special salaries,1206,Acting officer pay,70102,A Shift,50000
4059,100,General Fund,BU740028,51,7,Fire Department,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,70102,A Shift,1400
4060,100,General Fund,BU740028,52,7,Fire Department,1,Personnel services,130,Overtime,1300,Premium-Overtime,70102,A Shift,89000
4061,100,General Fund,BU740028,53,7,Fire Department,1,Personnel services,130,Overtime,1303,Holiday,70102,A Shift,409211
4062,100,General Fund,BU740028,54,7,Fire Department,1,Personnel services,140,Employee benefits,1400,FICA,70102,A Shift,123286
4063,100,General Fund,BU740028,55,7,Fire Department,1,Personnel services,140,Employee benefits,1402,Police and fire pension,70102,A Shift,1637118
4064,100,General Fund,BU740028,56,7,Fire Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,70102,A Shift,281555
4065,100,General Fund,BU740028,57,7,Fire Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,70102,A Shift,17005
4066,100,General Fund,BU740028,58,7,Fire Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,70102,A Shift,1866072
4067,100,General Fund,BU740028,59,7,Fire Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,70102,A Shift,29983
4068,100,General Fund,BU740028,60,7,Fire Department,1,Personnel services,150,Other personnel services,1500,Planned savings,70102,A Shift,-58333
4069,100,General Fund,BU740028,61,7,Fire Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,70110,B Shift,7747143
4070,100,General Fund,BU740028,62,7,Fire Department,1,Personnel services,110,Regular salaries,1101,Longevity,70110,B Shift,96816
4071,100,General Fund,BU740028,63,7,Fire Department,1,Personnel services,110,Regular salaries,1102,Education pay,70110,B Shift,27600
4072,100,General Fund,BU740028,64,7,Fire Department,1,Personnel services,110,Regular salaries,1105,Hazard duty pay,70110,B Shift,27500
4073,100,General Fund,BU740028,65,7,Fire Department,1,Personnel services,110,Regular salaries,1190,Accrual,70110,B Shift,61242
4074,100,General Fund,BU740028,66,7,Fire Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,70110,B Shift,86250
4075,100,General Fund,BU740028,67,7,Fire Department,1,Personnel services,120,Special salaries,1206,Acting officer pay,70110,B Shift,50000
4076,100,General Fund,BU740028,68,7,Fire Department,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,70110,B Shift,1400
4077,100,General Fund,BU740028,69,7,Fire Department,1,Personnel services,130,Overtime,1300,Premium-Overtime,70110,B Shift,89000
4078,100,General Fund,BU740028,70,7,Fire Department,1,Personnel services,130,Overtime,1303,Holiday,70110,B Shift,409211
4079,100,General Fund,BU740028,71,7,Fire Department,1,Personnel services,140,Employee benefits,1400,FICA,70110,B Shift,122166
4080,100,General Fund,BU740028,72,7,Fire Department,1,Personnel services,140,Employee benefits,1402,Police and fire pension,70110,B Shift,1621758
4081,100,General Fund,BU740028,73,7,Fire Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,70110,B Shift,279006
4082,100,General Fund,BU740028,74,7,Fire Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,70110,B Shift,16850
4083,100,General Fund,BU740028,75,7,Fire Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,70110,B Shift,1827601
4084,100,General Fund,BU740028,76,7,Fire Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,70110,B Shift,28780
4085,100,General Fund,BU740028,77,7,Fire Department,1,Personnel services,150,Other personnel services,1500,Planned savings,70110,B Shift,-58333
4086,100,General Fund,BU740028,78,7,Fire Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,70128,C Shift,8098794
4087,100,General Fund,BU740028,79,7,Fire Department,1,Personnel services,110,Regular salaries,1101,Longevity,70128,C Shift,111396
4088,100,General Fund,BU740028,80,7,Fire Department,1,Personnel services,110,Regular salaries,1102,Education pay,70128,C Shift,28200
4089,100,General Fund,BU740028,81,8,Police Department,2,Contractual services,240,Insurance,2400,Building and contents insurance,81505,Patrol North,1810
4090,100,General Fund,BU740028,82,8,Police Department,2,Contractual services,240,Insurance,2401,Vehicle liability,81505,Patrol North,24790
4091,100,General Fund,BU740028,83,8,Police Department,2,Contractual services,260,Data processing,2600,Data center charges,81505,Patrol North,302528
4092,100,General Fund,BU740028,84,8,Police Department,2,Contractual services,260,Data processing,2699,Other data processing charges,81505,Patrol North,-6251
4093,100,General Fund,BU740028,85,8,Police Department,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,81505,Patrol North,646800
4094,100,General Fund,BU740028,86,8,Police Department,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,81505,Patrol North,947
4095,100,General Fund,BU740028,87,8,Police Department,2,Contractual services,270,Equipment charges,2703,Maintenance - equipment,81505,Patrol North,2000
4096,100,General Fund,BU740028,88,8,Police Department,2,Contractual services,270,Equipment charges,2799,Other equipment charges,81505,Patrol North,-31200
4097,100,General Fund,BU740028,89,8,Police Department,2,Contractual services,280,Buildings and grounds charges,2802,Maintenance - grounds,81505,Patrol North,5000
4098,100,General Fund,BU740028,90,8,Police Department,2,Contractual services,290,Other contractuals,2906,Membership dues,81505,Patrol North,50
4099,100,General Fund,BU740028,91,8,Police Department,2,Contractual services,290,Other contractuals,2917,Printing and copying,81505,Patrol North,9000
4100,100,General Fund,BU740028,92,8,Police Department,2,Contractual services,290,Other contractuals,2922,Shredding and recycling,81505,Patrol North,156
4101,100,General Fund,BU740028,93,8,Police Department,3,Materials and supplies,310,Office supplies,3103,Office supplies,81505,Patrol North,3400
4102,100,General Fund,BU740028,94,8,Police Department,3,Materials and supplies,330,Chemicals,3300,Research chemicals,81505,Patrol North,1800
4103,100,General Fund,BU740028,95,8,Police Department,3,Materials and supplies,340,Equipment parts,3405,Fuel,81505,Patrol North,243903
4104,100,General Fund,BU740028,96,8,Police Department,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3806,"Athletic equipment < $5,000 each",81505,Patrol North,1000
4105,100,General Fund,BU740028,97,8,Police Department,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3808,"Photographic equipment < $5,000 each",81505,Patrol North,1400
4106,100,General Fund,BU740028,98,8,Police Department,3,Materials and supplies,390,Other commodities,3999,Other commodities,81505,Patrol North,1840
4107,100,General Fund,BU740028,99,8,Police Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,81506,SRO North,129646
4108,100,General Fund,BU740028,100,8,Police Department,1,Personnel services,110,Regular salaries,1101,Longevity,81506,SRO North,7740
4109,100,General Fund,BU740029,1,8,Police Department,1,Personnel services,110,Regular salaries,1102,Education pay,81506,SRO North,1320
4110,100,General Fund,BU740029,2,8,Police Department,1,Personnel services,110,Regular salaries,1104,Shift differential,81506,SRO North,3400
4111,100,General Fund,BU740029,3,8,Police Department,1,Personnel services,110,Regular salaries,1105,Hazard duty pay,81506,SRO North,1560
4112,100,General Fund,BU740029,4,8,Police Department,1,Personnel services,110,Regular salaries,1190,Accrual,81506,SRO North,630
4113,100,General Fund,BU740029,5,8,Police Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,81506,SRO North,700
4114,100,General Fund,BU740029,6,8,Police Department,1,Personnel services,130,Overtime,1300,Premium-Overtime,81506,SRO North,3200
4115,100,General Fund,BU740029,7,8,Police Department,1,Personnel services,140,Employee benefits,1400,FICA,81506,SRO North,2112
4116,100,General Fund,BU740029,8,8,Police Department,1,Personnel services,140,Employee benefits,1402,Police and fire pension,81506,SRO North,28080
4117,100,General Fund,BU740029,9,8,Police Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,81506,SRO North,2708
4118,100,General Fund,BU740029,10,8,Police Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,81506,SRO North,291
4119,100,General Fund,BU740029,11,8,Police Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,81506,SRO North,32494
4120,100,General Fund,BU740029,12,8,Police Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,81506,SRO North,519
4121,100,General Fund,BU740029,13,8,Police Department,2,Contractual services,240,Insurance,2401,Vehicle liability,81506,SRO North,1279
4122,100,General Fund,BU740029,14,8,Police Department,2,Contractual services,260,Data processing,2600,Data center charges,81506,SRO North,6251
4123,100,General Fund,BU740029,15,8,Police Department,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,81506,SRO North,31200
4124,100,General Fund,BU740029,16,8,Police Department,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,81604,Patrol South,7845734
4125,100,General Fund,BU740029,17,8,Police Department,1,Personnel services,110,Regular salaries,1101,Longevity,81604,Patrol South,241500
4126,100,General Fund,BU740029,18,8,Police Department,1,Personnel services,110,Regular salaries,1102,Education pay,81604,Patrol South,70000
4127,100,General Fund,BU740029,19,8,Police Department,1,Personnel services,110,Regular salaries,1104,Shift differential,81604,Patrol South,135000
4128,100,General Fund,BU740029,20,8,Police Department,1,Personnel services,110,Regular salaries,1105,Hazard duty pay,81604,Patrol South,5000
4129,100,General Fund,BU740029,21,8,Police Department,1,Personnel services,110,Regular salaries,1190,Accrual,81604,Patrol South,30025
4130,100,General Fund,BU740029,22,8,Police Department,1,Personnel services,110,Regular salaries,1199,Other,81604,Patrol South,-80500
4131,100,General Fund,BU740029,23,8,Police Department,1,Personnel services,120,Special salaries,1204,Clothing allowance,81604,Patrol South,15000
4132,100,General Fund,BU740029,24,8,Police Department,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,81604,Patrol South,1200
4133,100,General Fund,BU740029,25,8,Police Department,1,Personnel services,130,Overtime,1300,Premium-Overtime,81604,Patrol South,105000
4134,100,General Fund,BU740029,26,8,Police Department,1,Personnel services,130,Overtime,1301,Straight,81604,Patrol South,18000
4135,100,General Fund,BU740029,27,8,Police Department,1,Personnel services,130,Overtime,1302,Court appearance,81604,Patrol South,25000
4136,100,General Fund,BU740029,28,8,Police Department,1,Personnel services,130,Overtime,1303,Holiday,81604,Patrol South,80000
4137,100,General Fund,BU740029,29,8,Police Department,1,Personnel services,140,Employee benefits,1400,FICA,81604,Patrol South,154977
4138,100,General Fund,BU740029,30,8,Police Department,1,Personnel services,140,Employee benefits,1401,Employee pension,81604,Patrol South,25133
4139,100,General Fund,BU740029,31,8,Police Department,1,Personnel services,140,Employee benefits,1402,Police and fire pension,81604,Patrol South,1575907
4140,100,General Fund,BU740029,32,8,Police Department,1,Personnel services,140,Employee benefits,1403,Workers compensation,81604,Patrol South,160888
4141,100,General Fund,BU740029,33,8,Police Department,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,81604,Patrol South,17325
4142,100,General Fund,BU740029,34,8,Police Department,1,Personnel services,140,Employee benefits,1405,Group health insurance,81604,Patrol South,1684037
4143,100,General Fund,BU740029,35,8,Police Department,1,Personnel services,140,Employee benefits,1406,Group life insurance,81604,Patrol South,31383
4144,100,General Fund,BU740029,36,8,Police Department,1,Personnel services,140,Employee benefits,1499,Employee benefits in aggregate,81604,Patrol South,-23800
4145,100,General Fund,BU740029,37,8,Police Department,1,Personnel services,150,Other personnel services,1500,Planned savings,81604,Patrol South,-454773
